Incident Number,Short Description,Description,Category,Subcategory,Priority,State,Assigned To,Created Date,Resolution Notes,Affected Upstream,Affected Downstream,Connectivity Information
INC1000476,Unauthorized access attempt detected,Security logs indicate an unauthorized login attempt from an unknown IP address.,Security,Phishing,Low,In Progress,Luis Simon,2024-06-22,Drug computer difference better turn.,Firewall System,Frontend Portal,Packet loss detected
INC1000477,Laptop not powering on,Database connections are timing out frequently. Impacting multiple users.,Security,Phishing,High,On Hold,James Wood,2024-09-12,Size five second one American.,API Gateway,Data Warehouse,Intermittent network drops
INC1000478,Firewall policy misconfiguration,Security logs indicate an unauthorized login attempt from an unknown IP address.,Database,Timeout,Low,On Hold,Melinda Harris,2024-05-17,Action despite health energy open although.,Authentication Server,Mobile App,Complete network outage
INC1000479,Printer not responding,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Network,VPN,High,Resolved,Joshua Wilkerson,2024-11-30,Issue resolved following standard procedures.,Authentication Server,Frontend Portal,No connectivity issues detected.
INC1000480,Database connection timeout,Database connections are timing out frequently. Impacting multiple users.,Hardware,Desktop,Low,In Progress,John Jones,2024-12-12,Vote Democrat admit very.,Authentication Server,Frontend Portal,No connectivity issues detected.
INC1000481,Slow application performance,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Network,Internet,Critical,In Progress,<function <lambda> at 0x7eb3c62986d0>,2025-02-11,Common page hope politics.,API Gateway,Data Warehouse,Intermittent network drops
INC1000482,Unauthorized access attempt detected,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Software,Operating System,Medium,In Progress,<function <lambda> at 0x7eb3c62986d0>,2024-09-25,Or response doctor color national.,General System,Mobile App,No connectivity issues detected.
INC1000483,User unable to access VPN,Application response time has significantly degraded. Users facing performance issues.,Network,Internet,Critical,On Hold,Rebecca Lewis,2024-04-16,Issue resolved following standard procedures.,Messaging Queue,Data Warehouse,No connectivity issues detected.
INC1000484,Slow application performance,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Security,Phishing,Medium,In Progress,William Rodgers,2024-12-15,Play green prevent test race forget idea.,Firewall System,Data Warehouse,High latency observed
INC1000485,Firewall policy misconfiguration,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Hardware,Printer,Medium,Closed,James Wood,2024-11-25,Approach police true.,Database Cluster A,Frontend Portal,Complete network outage
INC1000486,Laptop not powering on,Database connections are timing out frequently. Impacting multiple users.,Database,Timeout,Critical,Cancelled,Elizabeth Ramos,2024-08-11,Explain century tonight establish happen finally standard.,Database Cluster A,Frontend Portal,No connectivity issues detected.
INC1000487,"received from: monitoring_tool@company.com

job Job_3028 failed in job_scheduler at: 08/22/2016 04:51:00","received from: monitoring_tool@company.com

job Job_3028 failed in job_scheduler at: 08/22/2016 04:51:00",Network,Switch,Medium,On Hold,Luis Simon,2025-02-28,Guy nice region early.,Authentication Server,Frontend Portal,High latency observed
INC1000488,Firewall policy misconfiguration,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Network,Internet,Medium,On Hold,April Robertson,2025-01-25,Different ever industry general whose.,Messaging Queue,Data Warehouse,No connectivity issues detected.
INC1000489,Laptop not powering on,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Database,Performance,Low,On Hold,Gerald Johnson,2025-01-12,Issue resolved following standard procedures.,Database Cluster A,Reporting Engine,No connectivity issues detected.
INC1000490,bobj webi jobs are not running. please investigate at the earliest.,bobj webi jobs are not running. please investigate at the earliest.,Hardware,Printer,Low,New,Andrew Henry,2024-09-03,Issue resolved following standard procedures.,General System,Mobile App,Firewall blocking traffic
INC1000491,interface: fc3/34 Â· HostName_1147 on sandplant_162 is down since 7:38 am on 09/09 et,interface: fc3/34 Â· HostName_1147 on sandplant_162 is down since 7:38 am on 09/09 et,Database,Backup Failure,Medium,New,Gregory Fletcher,2024-07-03,Here recent beat water create if pay spend.,Messaging Queue,Mobile App,No connectivity issues detected.
INC1000492,Slow application performance,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Hardware,Monitor,Critical,New,Joseph Chandler,2024-04-24,Issue resolved following standard procedures.,Database Cluster A,Frontend Portal,No connectivity issues detected
INC1000493,User unable to access VPN,Security logs indicate an unauthorized login attempt from an unknown IP address.,Network,Internet,Medium,In Progress,Sara Morales,2025-02-01,From impact understand story measure food.,Messaging Queue,Frontend Portal,Complete network outage
INC1000494,Firewall policy misconfiguration,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Network,Switch,Critical,New,Rebecca Lewis,2024-05-16,Three Mrs administration back lose win mother.,Authentication Server,Data Warehouse,No connectivity issues detected.
INC1000495,Slow application performance,Security logs indicate an unauthorized login attempt from an unknown IP address.,Security,Unauthorized Access,Low,On Hold,Mary Mills,2025-01-20,Issue resolved following standard procedures.,API Gateway,Frontend Portal,No connectivity issues detected.
INC1000496,unable to get on network drives,unable to get on network drives,Software,Database,Critical,New,James Wood,2025-01-17,Rate benefit determine good tell southern.,Messaging Queue,Reporting Engine,Intermittent network drops
INC1000497,Slow application performance,Security logs indicate an unauthorized login attempt from an unknown IP address.,Database,Backup Failure,Critical,Resolved,Joshua Green,2025-01-04,Human resource power.,API Gateway,Data Warehouse,Intermittent network drops
INC1000498,Firewall policy misconfiguration,Security logs indicate an unauthorized login attempt from an unknown IP address.,Database,Performance,Critical,Closed,Melanie Vazquez,2025-01-25,Beautiful heavy southern when.,Messaging Queue,Data Warehouse,Packet loss detected
INC1000499,User unable to access VPN,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Software,Database,Medium,On Hold,Joseph Chandler,2024-09-28,Present draw goal view seat network before.,Database Cluster A,Reporting Engine,Complete network outage
INC1000500,"there are belgium costumers calling the polish phone number of agnwfwieszka.
can we do something on it.","there are belgium costumers calling the polish phone number of agnwfwieszka.
can we do something on it.",Hardware,Desktop,High,In Progress,Luis Simon,2024-06-21,Home feeling relationship.,Database Cluster A,Mobile App,Firewall blocking traffic
INC1000501,Email delivery issue reported,Security logs indicate an unauthorized login attempt from an unknown IP address.,Network,Firewall,High,In Progress,Andrea White,2025-02-24,Enter political explain history.,Database Cluster A,Reporting Engine,Complete network outage
INC1000502,Database connection timeout,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Network,Switch,Low,New,Stephen Carpenter,2024-07-28,Teach less her fight similar.,Messaging Queue,Frontend Portal,No connectivity issues detected.
INC1000503,"good morning,

we cannot login to SID_1 due the following error: 
""logon balancing error 88: could not connect to message server: (rc=9)
do you want to see detailed error information?""

can you please check and let me know?
he error exists at least for fleisrgtyk and me (leibdrty)","good morning,

we cannot login to SID_1 due the following error: 
""logon balancing error 88: could not connect to message server: (rc=9)
do you want to see detailed error information?""

can you please check and let me know?
he error exists at least for fleisrgtyk and me (leibdrty)",Hardware,Printer,High,Resolved,James White,2024-08-23,Lawyer husband song police performance carry.,Authentication Server,General User Interface,Firewall blocking traffic
INC1000504,Printer not responding,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Network,VPN,High,Cancelled,Jamie Ford,2025-02-22,Rich according American.,Database Cluster A,Frontend Portal,Firewall blocking traffic
INC1000505,Laptop not powering on,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Network,Switch,Medium,Cancelled,William Rodgers,2024-10-14,Issue resolved following standard procedures.,Authentication Server,Data Warehouse,High latency observed
INC1000506,Printer not responding,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Software,Database,High,Closed,Taylor Garner,2024-08-08,Issue resolved following standard procedures.,Database Cluster A,Reporting Engine,Packet loss detected
INC1000507,Firewall policy misconfiguration,Database connections are timing out frequently. Impacting multiple users.,Hardware,Printer,Low,On Hold,James Wood,2024-10-24,Grow walk base day notice.,General System,Mobile App,No connectivity issues detected.
INC1000508,Firewall policy misconfiguration,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Software,Email,Critical,Resolved,Scott Williams,2024-04-11,Issue resolved following standard procedures.,API Gateway,Mobile App,No connectivity issues detected.
INC1000509,Firewall policy misconfiguration,"User reported being unable to connect to the VPN from remote location. Verified credentials, but issue persists.",Database,Timeout,Low,Cancelled,Gerald Johnson,2024-11-24,Police measure road help ahead friend.,Authentication Server,Reporting Engine,Packet loss detected
INC1000510,Email delivery issue reported,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Hardware,Printer,High,Closed,James Campbell,2024-12-21,Four left politics take front prevent involve ten.,API Gateway,Data Warehouse,No connectivity issues detected.
INC1000511,User unable to access VPN,Database connections are timing out frequently. Impacting multiple users.,Security,Unauthorized Access,Low,In Progress,James White,2024-04-15,Once five it call.,Authentication Server,Frontend Portal,No connectivity issues detected.
